------------ Generated ActiGraph data date format M/d/yyyy at 80 Hz  -----------
Start Time 09:30:05.500
Start Date 1/1/2000
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
6.378,-4.393,1.093
6.377,-4.396,1.088
6.375,-4.399,1.081
6.372,-4.404,1.072
6.369,-4.409,1.061
6.365,-4.416,1.048
6.362,-4.423,1.034
6.357,-4.431,1.018
6.353,-4.440,1.000
6.347,-4.449,0.981
6.342,-4.459,0.961
6.337,-4.470,0.940
6.331,-4.481,0.917
6.324,-4.493,0.894
6.318,-4.505,0.870
6.312,-4.517,0.845
6.305,-4.529,0.820
6.298,-4.542,0.795
6.292,-4.555,0.769
6.285,-4.568,0.744
6.278,-4.580,0.718
6.272,-4.593,0.693
6.265,-4.605,0.668
6.259,-4.617,0.644
6.253,-4.629,0.621
6.247,-4.640,0.599
6.241,-4.651,0.577
6.236,-4.661,0.557
6.231,-4.670,0.538
6.226,-4.679,0.521
6.222,-4.687,0.505
6.218,-4.694,0.490
6.215,-4.700,0.478
6.212,-4.706,0.467
6.209,-4.710,0.457
6.207,-4.714,0.450
6.205,-4.717,0.445
6.204,-4.718,0.441
6.203,-4.719,0.440
6.203,-4.719,0.441
6.204,-4.718,0.443
6.204,-4.715,0.447
6.206,-4.712,0.454
6.207,-4.708,0.462
6.210,-4.703,0.472
6.212,-4.697,0.484
6.215,-4.690,0.497
6.219,-4.683,0.513
6.223,-4.674,0.529
6.227,-4.665,0.547
6.231,-4.656,0.566
6.236,-4.646,0.587
6.241,-4.635,0.608
6.246,-4.624,0.631
6.252,-4.612,0.654
6.258,-4.600,0.677
6.263,-4.588,0.702
6.269,-4.576,0.726
6.275,-4.563,0.751
6.281,-4.551,0.775
6.287,-4.539,0.800
6.292,-4.527,0.824
6.298,-4.515,0.848
6.303,-4.503,0.871
6.309,-4.492,0.893
6.314,-4.481,0.915
6.319,-4.471,0.935
6.323,-4.461,0.954
6.327,-4.452,0.972
6.331,-4.444,0.989
6.335,-4.436,1.004
6.338,-4.430,1.018
6.340,-4.424,1.029
6.343,-4.419,1.040
6.344,-4.415,1.048
6.346,-4.411,1.054
6.346,-4.409,1.059
6.347,-4.408,1.061
6.346,-4.408,1.062
6.346,-4.408,1.060
6.345,-4.410,1.057
6.343,-4.413,1.051
6.341,-4.416,1.044
6.338,-4.421,1.035
6.335,-4.426,1.024
6.332,-4.433,1.011
6.328,-4.440,0.997
6.324,-4.448,0.981
6.319,-4.457,0.963
6.314,-4.466,0.944
6.308,-4.476,0.924
6.303,-4.487,0.903
6.297,-4.498,0.880
6.291,-4.509,0.857
6.284,-4.521,0.833
6.278,-4.534,0.808
6.271,-4.546,0.783
6.265,-4.559,0.758
6.258,-4.572,0.732
6.251,-4.584,0.707
6.245,-4.597,0.681
6.238,-4.610,0.656
6.232,-4.622,0.632
6.225,-4.634,0.607
6.219,-4.646,0.584
6.213,-4.657,0.562
6.208,-4.667,0.540
6.202,-4.677,0.520
6.197,-4.687,0.501
6.193,-4.696,0.484
6.188,-4.704,0.468
6.184,-4.711,0.453
6.181,-4.717,0.441
6.178,-4.723,0.430
6.175,-4.727,0.420
6.173,-4.731,0.413
6.171,-4.733,0.408
6.170,-4.735,0.404
6.170,-4.736,0.403
6.169,-4.735,0.403
6.170,-4.734,0.406
6.170,-4.732,0.410
6.172,-4.729,0.417
6.174,-4.725,0.425
6.176,-4.720,0.435
6.178,-4.714,0.447
6.181,-4.707,0.460
6.185,-4.699,0.475
6.189,-4.691,0.492
6.193,-4.682,0.510
6.197,-4.672,0.529
6.202,-4.662,0.550
6.207,-4.651,0.571
6.213,-4.640,0.593
6.218,-4.628,0.617
6.224,-4.617,0.640
6.229,-4.604,0.664
6.235,-4.592,0.689
6.241,-4.580,0.714
6.247,-4.567,0.738
6.253,-4.555,0.763
6.258,-4.543,0.787
6.264,-4.531,0.811
6.270,-4.520,0.834
6.275,-4.508,0.856
6.280,-4.498,0.878
6.285,-4.487,0.898
6.289,-4.478,0.917
6.293,-4.469,0.935
6.297,-4.460,0.952
6.301,-4.453,0.967
6.304,-4.446,0.980
6.306,-4.440,0.992
6.309,-4.435,1.002
6.310,-4.431,1.010
6.312,-4.428,1.017
6.312,-4.425,1.021
6.313,-4.424,1.024
6.313,-4.424,1.024
6.312,-4.424,1.023
6.311,-4.426,1.019
6.309,-4.429,1.014
6.307,-4.432,1.007
6.304,-4.437,0.997
6.301,-4.442,0.987
6.298,-4.449,0.974
6.294,-4.456,0.959
6.290,-4.464,0.943
6.285,-4.473,0.926
6.280,-4.482,0.907
6.274,-4.492,0.887
6.269,-4.503,0.865
6.263,-4.514,0.843
6.257,-4.525,0.820
6.250,-4.537,0.796
6.244,-4.550,0.771
6.237,-4.562,0.746
6.231,-4.575,0.720
6.224,-4.588,0.695
6.217,-4.600,0.669
6.211,-4.613,0.644
6.204,-4.626,0.619
6.198,-4.638,0.594
6.191,-4.650,0.570
6.185,-4.661,0.547
6.179,-4.673,0.524
6.174,-4.683,0.503
6.168,-4.693,0.483
6.163,-4.703,0.464
6.158,-4.711,0.446
6.154,-4.719,0.430
6.150,-4.727,0.416
6.147,-4.733,0.403
6.144,-4.738,0.392
6.141,-4.743,0.383
6.139,-4.747,0.376
6.137,-4.749,0.370
6.136,-4.751,0.367
6.135,-4.752,0.365
6.135,-4.751,0.366
6.136,-4.750,0.368
6.136,-4.748,0.373
6.138,-4.744,0.379
6.139,-4.740,0.387
6.142,-4.735,0.397
6.144,-4.729,0.409
6.147,-4.722,0.423
6.151,-4.715,0.438
6.155,-4.707,0.454
6.159,-4.698,0.472
6.163,-4.688,0.492
6.168,-4.678,0.512
6.173,-4.667,0.533
6.178,-4.656,0.556
6.184,-4.644,0.579
6.189,-4.632,0.603
6.195,-4.620,0.627
6.201,-4.608,0.651
6.207,-4.595,0.676
6.213,-4.583,0.700
6.219,-4.571,0.725
6.224,-4.559,0.749
6.230,-4.547,0.773
6.235,-4.535,0.796
6.241,-4.524,0.818
6.246,-4.513,0.840
6.250,-4.503,0.860
6.255,-4.493,0.879
6.259,-4.484,0.897
6.263,-4.476,0.914
6.266,-4.468,0.929
6.269,-4.461,0.943
6.272,-4.455,0.954
6.274,-4.450,0.964
6.276,-4.446,0.973
6.277,-4.443,0.979
6.278,-4.441,0.983
6.278,-4.439,0.986
6.278,-4.439,0.986
6.278,-4.440,0.985
6.276,-4.441,0.981
6.275,-4.444,0.976
6.273,-4.448,0.969
6.270,-4.452,0.960
6.267,-4.458,0.949
6.263,-4.464,0.936
6.260,-4.471,0.921
6.255,-4.479,0.905
6.251,-4.488,0.888
6.245,-4.497,0.869
6.240,-4.507,0.849
6.234,-4.518,0.827
6.229,-4.529,0.805
6.222,-4.541,0.782
6.216,-4.553,0.758
6.210,-4.565,0.733
6.203,-4.577,0.708
6.196,-4.590,0.682
6.190,-4.603,0.657
6.183,-4.615,0.631
6.176,-4.628,0.606
6.170,-4.641,0.581
6.163,-4.653,0.556
6.157,-4.665,0.532
6.151,-4.676,0.509
6.145,-4.688,0.486
6.139,-4.698,0.465
6.134,-4.708,0.445
6.129,-4.718,0.426
6.124,-4.726,0.408
6.120,-4.734,0.392
6.116,-4.741,0.378
6.112,-4.748,0.365
6.109,-4.753,0.354
6.107,-4.758,0.345
6.105,-4.761,0.337
6.103,-4.764,0.332
6.102,-4.766,0.329
6.101,-4.766,0.327
6.101,-4.766,0.328
6.101,-4.765,0.330
6.102,-4.762,0.335
6.103,-4.759,0.341
6.105,-4.755,0.349
6.107,-4.750,0.359
6.110,-4.744,0.371
6.113,-4.737,0.384
6.116,-4.730,0.400
6.120,-4.721,0.416
6.124,-4.712,0.434
6.129,-4.703,0.453
6.134,-4.692,0.474
6.139,-4.681,0.495
6.144,-4.670,0.518
6.149,-4.659,0.541
6.155,-4.647,0.564
6.161,-4.635,0.588
6.167,-4.622,0.613
6.172,-4.610,0.638
6.178,-4.598,0.662
6.184,-4.585,0.687
6.190,-4.573,0.711
6.195,-4.561,0.735
6.201,-4.550,0.758
6.206,-4.538,0.780
6.211,-4.528,0.801
6.216,-4.517,0.822
6.220,-4.508,0.841
6.225,-4.499,0.859
6.228,-4.490,0.876
6.232,-4.483,0.891
6.235,-4.476,0.904
6.238,-4.470,0.916
6.240,-4.465,0.926
6.242,-4.461,0.934
6.243,-4.457,0.941
6.244,-4.455,0.945
6.244,-4.454,0.947
6.244,-4.453,0.948
6.243,-4.454,0.946
6.242,-4.456,0.943
6.240,-4.458,0.938
6.238,-4.462,0.930
6.235,-4.466,0.921
6.232,-4.472,0.910
6.229,-4.478,0.897
6.225,-4.485,0.883
6.221,-4.493,0.867
6.216,-4.502,0.849
6.211,-4.511,0.830
6.205,-4.521,0.810
6.200,-4.532,0.789
6.194,-4.543,0.766
6.188,-4.555,0.743
6.181,-4.567,0.719
6.175,-4.579,0.694
6.168,-4.591,0.669
6.162,-4.604,0.644
6.155,-4.617,0.618
6.148,-4.630,0.593
6.142,-4.642,0.567
6.135,-4.655,0.542
6.129,-4.667,0.517
6.122,-4.679,0.493
6.116,-4.691,0.470
6.110,-4.702,0.448
6.104,-4.712,0.426
6.099,-4.722,0.406
6.094,-4.732,0.387
6.089,-4.740,0.370
6.085,-4.748,0.354
6.081,-4.755,0.339
6.078,-4.762,0.326
6.075,-4.767,0.315
6.072,-4.772,0.306
6.070,-4.775,0.299
6.068,-4.778,0.293
6.067,-4.780,0.290
6.066,-4.780,0.289
6.066,-4.780,0.289
6.066,-4.779,0.291
6.067,-4.776,0.296
6.068,-4.773,0.302
6.070,-4.769,0.310
6.072,-4.764,0.320
6.075,-4.758,0.332
6.078,-4.751,0.346
6.082,-4.743,0.361
6.085,-4.735,0.377
6.090,-4.726,0.395
6.094,-4.716,0.415
6.099,-4.706,0.435
6.104,-4.695,0.456
6.109,-4.684,0.479
6.115,-4.672,0.502
6.120,-4.660,0.526
6.126,-4.648,0.550
6.132,-4.636,0.574
6.138,-4.624,0.599
6.143,-4.611,0.623
6.149,-4.599,0.648
6.155,-4.587,0.672
6.161,-4.575,0.696
6.166,-4.563,0.719
6.171,-4.552,0.741
6.176,-4.541,0.763
6.181,-4.531,0.783
6.186,-4.521,0.802
6.190,-4.512,0.820
6.194,-4.504,0.837
6.197,-4.496,0.852
6.200,-4.489,0.865
6.203,-4.483,0.877
6.205,-4.478,0.887
6.207,-4.474,0.895
6.208,-4.471,0.902
6.209,-4.469,0.906
6.209,-4.467,0.909
6.209,-4.467,0.909
6.208,-4.468,0.908
6.207,-4.469,0.904
6.205,-4.472,0.899
6.203,-4.475,0.891
6.201,-4.480,0.882
6.197,-4.485,0.871
6.194,-4.492,0.858
6.190,-4.499,0.844
6.186,-4.507,0.828
6.181,-4.515,0.810
6.176,-4.525,0.791
6.171,-4.535,0.771
6.165,-4.545,0.750
6.159,-4.557,0.727
6.153,-4.568,0.704
6.147,-4.580,0.680
6.140,-4.592,0.655
6.133,-4.605,0.630
6.127,-4.617,0.605
6.120,-4.630,0.579
6.113,-4.643,0.554
6.107,-4.655,0.528
6.100,-4.668,0.503
6.094,-4.680,0.478
6.087,-4.692,0.454
6.081,-4.704,0.431
6.075,-4.715,0.409
6.070,-4.725,0.387
6.064,-4.735,0.367
6.059,-4.745,0.348
6.054,-4.754,0.330
6.050,-4.761,0.314
6.046,-4.769,0.300
6.043,-4.775,0.287
6.040,-4.780,0.276
6.037,-4.785,0.267
6.035,-4.788,0.260
6.033,-4.791,0.254
6.032,-4.793,0.251
6.031,-4.793,0.249
6.031,-4.793,0.250
6.031,-4.792,0.252
6.032,-4.789,0.257
6.033,-4.786,0.263
6.035,-4.782,0.271
6.037,-4.777,0.281
6.040,-4.771,0.293
6.043,-4.764,0.307
6.046,-4.756,0.322
6.050,-4.748,0.338
6.054,-4.739,0.356
6.059,-4.729,0.375
6.064,-4.719,0.396
6.069,-4.708,0.417
6.074,-4.697,0.440
6.080,-4.685,0.463
6.085,-4.673,0.486
6.091,-4.661,0.510
6.097,-4.649,0.535
6.102,-4.636,0.560
6.108,-4.624,0.584
6.114,-4.612,0.609
6.120,-4.600,0.633
6.125,-4.588,0.656
6.131,-4.576,0.680
6.136,-4.565,0.702
6.141,-4.554,0.723
6.146,-4.544,0.744
6.150,-4.534,0.763
6.155,-4.525,0.781
6.158,-4.516,0.797
6.162,-4.509,0.813
6.165,-4.502,0.826
6.168,-4.496,0.838
6.170,-4.491,0.848
6.171,-4.487,0.856
6.173,-4.483,0.862
6.174,-4.481,0.867
6.174,-4.480,0.869
6.174,-4.479,0.870
6.173,-4.480,0.868
6.172,-4.482,0.865
6.170,-4.484,0.859
6.168,-4.488,0.852
6.165,-4.492,0.843
6.162,-4.498,0.832
6.159,-4.504,0.819
6.155,-4.511,0.805
6.151,-4.519,0.789
6.146,-4.528,0.771
6.141,-4.537,0.752
6.135,-4.547,0.732
6.130,-4.558,0.710
6.124,-4.569,0.688
6.118,-4.580,0.665
6.111,-4.592,0.641
6.105,-4.605,0.616
6.098,-4.617,0.591
6.092,-4.630,0.565
6.085,-4.642,0.540
6.078,-4.655,0.514
6.071,-4.668,0.489
6.065,-4.680,0.464
6.058,-4.692,0.439
6.052,-4.704,0.415
6.046,-4.716,0.392
6.040,-4.727,0.369
6.034,-4.738,0.348
6.029,-4.748,0.327
6.024,-4.757,0.309
6.019,-4.766,0.291
6.015,-4.774,0.275
6.011,-4.781,0.260
6.007,-4.787,0.248
6.004,-4.792,0.237
6.002,-4.797,0.227
5.999,-4.801,0.220
5.998,-4.803,0.215
5.997,-4.805,0.211
5.996,-4.805,0.210
5.996,-4.805,0.210
5.996,-4.804,0.213
5.997,-4.801,0.217
5.998,-4.798,0.224
6.000,-4.794,0.232
6.002,-4.789,0.242
6.005,-4.783,0.254
6.008,-4.776,0.267
6.011,-4.768,0.282
6.015,-4.760,0.299
6.019,-4.751,0.317
6.024,-4.741,0.336
6.028,-4.731,0.356
6.033,-4.720,0.378
6.039,-4.709,0.400
6.044,-4.697,0.423
6.050,-4.685,0.447
6.055,-4.673,0.471
6.061,-4.661,0.495
6.067,-4.648,0.520
6.073,-4.636,0.544
6.079,-4.624,0.569
6.084,-4.611,0.593
6.090,-4.599,0.617
6.095,-4.588,0.640
6.101,-4.577,0.662
6.106,-4.566,0.684
6.111,-4.555,0.704
6.115,-4.546,0.723
6.119,-4.537,0.741
6.123,-4.528,0.758
6.126,-4.521,0.773
6.130,-4.514,0.786
6.132,-4.508,0.798
6.134,-4.503,0.808
6.136,-4.498,0.816
6.137,-4.495,0.823
6.138,-4.493,0.827
6.138,-4.491,0.829
6.138,-4.491,0.830
6.137,-4.492,0.828
6.136,-4.493,0.825
6.135,-4.496,0.820
6.132,-4.500,0.812
6.130,-4.504,0.803
6.127,-4.509,0.792
6.123,-4.516,0.779
6.119,-4.523,0.765
6.115,-4.531,0.749
6.110,-4.539,0.731
6.105,-4.549,0.712
6.100,-4.559,0.692
6.094,-4.569,0.671
6.088,-4.580,0.648
6.082,-4.592,0.625
6.076,-4.604,0.601
6.069,-4.616,0.576
6.063,-4.629,0.551
6.056,-4.641,0.525
6.049,-4.654,0.500
6.043,-4.667,0.474
6.036,-4.679,0.449
6.029,-4.692,0.424
6.023,-4.704,0.399
6.016,-4.716,0.375
6.010,-4.727,0.352
6.004,-4.738,0.329
5.999,-4.749,0.308
5.993,-4.759,0.288
5.988,-4.768,0.269
5.984,-4.777,0.251
5.979,-4.785,0.235
5.975,-4.792,0.221
5.972,-4.798,0.208
5.969,-4.804,0.197
5.966,-4.808,0.188
5.964,-4.812,0.180
5.962,-4.814,0.175
5.961,-4.816,0.171
5.960,-4.817,0.170
5.960,-4.816,0.170
5.960,-4.815,0.173
5.961,-4.813,0.177
5.962,-4.809,0.183
5.964,-4.805,0.192
5.966,-4.800,0.202
5.969,-4.794,0.213
5.972,-4.787,0.227
5.975,-4.779,0.242
5.979,-4.771,0.259
5.983,-4.762,0.276
5.988,-4.752,0.296
5.993,-4.742,0.316
5.998,-4.731,0.338
6.003,-4.720,0.360
6.008,-4.708,0.383
6.014,-4.696,0.407
6.020,-4.684,0.431
6.026,-4.672,0.455
6.031,-4.659,0.480
6.037,-4.647,0.504
6.043,-4.635,0.529
6.049,-4.622,0.553
6.054,-4.610,0.577
6.060,-4.599,0.600
6.065,-4.587,0.622
6.070,-4.577,0.643
6.075,-4.566,0.664
6.079,-4.557,0.683
6.083,-4.547,0.701
6.087,-4.539,0.718
6.091,-4.531,0.733
6.094,-4.525,0.746
6.096,-4.519,0.758
6.099,-4.513,0.768
6.100,-4.509,0.776
6.102,-4.506,0.782
6.102,-4.504,0.787
6.103,-4.502,0.789
6.102,-4.502,0.790
6.102,-4.503,0.788
6.101,-4.504,0.785
6.099,-4.507,0.779
6.097,-4.510,0.772
6.094,-4.515,0.763
6.091,-4.520,0.752
6.087,-4.526,0.739
6.084,-4.533,0.725
6.079,-4.541,0.708
6.074,-4.550,0.691
6.069,-4.559,0.672
6.064,-4.569,0.652
6.058,-4.580,0.630
6.052,-4.591,0.608
6.046,-4.603,0.585
6.040,-4.614,0.561
6.033,-4.627,0.536
6.027,-4.639,0.511
6.020,-4.652,0.485
6.013,-4.664,0.460
6.007,-4.677,0.434
6.000,-4.690,0.409
5.993,-4.702,0.383
5.987,-4.714,0.359
5.981,-4.726,0.335
5.974,-4.738,0.311
5.968,-4.749,0.289
5.963,-4.759,0.267
5.957,-4.769,0.247
5.952,-4.779,0.228
5.948,-4.787,0.211
5.943,-4.795,0.195
5.939,-4.802,0.180
5.936,-4.809,0.167
5.933,-4.814,0.156
5.930,-4.819,0.147
5.928,-4.822,0.140
5.926,-4.825,0.134
5.925,-4.826,0.131
5.924,-4.827,0.129
5.924,-4.827,0.130
5.925,-4.825,0.132
5.925,-4.823,0.137
5.927,-4.820,0.143
5.928,-4.815,0.151
5.930,-4.810,0.161
5.933,-4.804,0.173
5.936,-4.797,0.187
5.940,-4.790,0.202
5.943,-4.781,0.218
5.948,-4.772,0.236
5.952,-4.762,0.255
5.957,-4.752,0.276
5.962,-4.741,0.297
5.967,-4.730,0.319
5.972,-4.718,0.342
5.978,-4.706,0.366
5.984,-4.694,0.390
5.990,-4.682,0.415
5.995,-4.669,0.439
6.001,-4.657,0.464
6.007,-4.645,0.488
6.013,-4.632,0.513
6.018,-4.620,0.536
6.024,-4.609,0.559
6.029,-4.597,0.582
6.034,-4.587,0.603
6.039,-4.576,0.623
6.043,-4.567,0.643
6.047,-4.557,0.661
6.051,-4.549,0.677
6.055,-4.541,0.692
6.058,-4.534,0.706
6.060,-4.528,0.717
6.063,-4.523,0.727
6.064,-4.519,0.736
6.066,-4.516,0.742
6.066,-4.513,0.746
6.067,-4.512,0.749
6.066,-4.512,0.749
6.066,-4.512,0.748
6.064,-4.514,0.744
6.063,-4.517,0.739
6.061,-4.520,0.731
6.058,-4.525,0.722
6.055,-4.530,0.711
6.051,-4.536,0.698
6.047,-4.543,0.684
6.043,-4.551,0.668
6.038,-4.560,0.650
6.033,-4.569,0.631
6.028,-4.579,0.611
6.022,-4.590,0.590
6.016,-4.601,0.567
6.010,-4.612,0.544
6.004,-4.624,0.520
5.997,-4.636,0.495
5.991,-4.649,0.470
5.984,-4.661,0.445
5.977,-4.674,0.419
5.971,-4.687,0.393
5.964,-4.699,0.368
5.957,-4.712,0.343
5.951,-4.724,0.318
5.944,-4.736,0.294
5.938,-4.747,0.271
5.932,-4.758,0.248
5.927,-4.769,0.227
5.921,-4.779,0.207
5.916,-4.788,0.188
5.911,-4.797,0.170
5.907,-4.805,0.154
5.903,-4.812,0.139
5.900,-4.818,0.127
5.897,-4.824,0.116
5.894,-4.828,0.106
5.892,-4.832,0.099
5.890,-4.834,0.094
5.889,-4.836,0.090
5.888,-4.836,0.089
5.888,-4.836,0.089
5.888,-4.835,0.092
5.889,-4.832,0.096
5.890,-4.829,0.102
5.892,-4.825,0.111
5.894,-4.820,0.121
5.897,-4.814,0.132
5.900,-4.807,0.146
5.903,-4.799,0.161
5.907,-4.791,0.177
5.911,-4.781,0.195
5.916,-4.772,0.215
5.921,-4.761,0.235
5.926,-4.751,0.256
5.931,-4.739,0.279
5.936,-4.728,0.302
5.942,-4.716,0.325
5.948,-4.703,0.349
5.953,-4.691,0.374
5.959,-4.679,0.399
5.965,-4.666,0.423
5.971,-4.654,0.448
5.976,-4.642,0.472
5.982,-4.630,0.495
5.987,-4.618,0.518
5.993,-4.607,0.541
5.998,-4.596,0.562
6.003,-4.585,0.583
6.007,-4.576,0.602
6.011,-4.566,0.620
6.015,-4.558,0.636
6.018,-4.550,0.651
6.021,-4.544,0.665
6.024,-4.537,0.676
6.026,-4.532,0.686
6.028,-4.528,0.695
6.029,-4.525,0.701
6.030,-4.522,0.705
6.030,-4.521,0.708
6.030,-4.521,0.708
6.029,-4.521,0.707
6.028,-4.523,0.703
6.026,-4.525,0.698
6.024,-4.529,0.691
6.022,-4.533,0.681
6.019,-4.539,0.670
6.015,-4.545,0.658
6.011,-4.552,0.643
6.007,-4.560,0.627
6.002,-4.569,0.609
5.997,-4.578,0.590
5.992,-4.588,0.570
5.986,-4.598,0.549
5.980,-4.610,0.526
5.974,-4.621,0.503
5.967,-4.633,0.479
5.961,-4.645,0.454
5.954,-4.658,0.429
5.948,-4.670,0.404
5.941,-4.683,0.378
5.934,-4.695,0.352
5.927,-4.708,0.327
5.921,-4.720,0.302
5.914,-4.733,0.277
5.908,-4.745,0.253
5.902,-4.756,0.230
5.896,-4.767,0.207
5.890,-4.778,0.186
5.885,-4.788,0.166
5.880,-4.797,0.147
5.875,-4.806,0.129
5.871,-4.813,0.113
5.867,-4.821,0.098
5.863,-4.827,0.086
5.860,-4.832,0.075
5.857,-4.837,0.065
5.855,-4.840,0.058
5.854,-4.843,0.053
5.852,-4.844,0.049
5.852,-4.845,0.048
5.852,-4.844,0.048
5.852,-4.843,0.051
5.853,-4.841,0.055
5.854,-4.837,0.061
5.856,-4.833,0.070
5.858,-4.828,0.080
5.860,-4.822,0.091
5.863,-4.815,0.105
5.867,-4.807,0.120
5.871,-4.799,0.136
5.875,-4.790,0.154
5.879,-4.780,0.173
5.884,-4.770,0.194
5.889,-4.759,0.215
5.894,-4.748,0.238
5.900,-4.736,0.261
5.905,-4.724,0.284
5.911,-4.712,0.308
5.917,-4.699,0.333
5.923,-4.687,0.357
5.928,-4.674,0.382
5.934,-4.662,0.406
5.940,-4.650,0.431
5.945,-4.638,0.454
5.951,-4.626,0.477
5.956,-4.615,0.500
5.961,-4.604,0.521
5.966,-4.594,0.541
5.970,-4.584,0.561
5.975,-4.575,0.579
5.978,-4.566,0.595
5.982,-4.559,0.610
5.985,-4.552,0.624
5.987,-4.546,0.635
5.990,-4.540,0.645
5.991,-4.536,0.653
5.993,-4.533,0.660
5.993,-4.530,0.664
5.994,-4.529,0.667
5.993,-4.529,0.667
5.993,-4.529,0.666
5.991,-4.531,0.662
5.990,-4.533,0.657
5.988,-4.537,0.649
5.985,-4.541,0.640
5.982,-4.547,0.629
5.978,-4.553,0.616
5.974,-4.560,0.602
5.970,-4.568,0.586
5.965,-4.577,0.568
5.960,-4.586,0.549
5.955,-4.596,0.529
5.949,-4.606,0.508
5.943,-4.617,0.485
5.937,-4.629,0.462
5.931,-4.641,0.438
5.924,-4.653,0.413
5.918,-4.665,0.388
5.911,-4.678,0.362
5.904,-4.691,0.337
5.897,-4.703,0.311
5.891,-4.716,0.286
5.884,-4.728,0.260
5.878,-4.740,0.236
5.871,-4.752,0.212
5.865,-4.764,0.188
5.859,-4.775,0.166
5.853,-4.785,0.145
5.848,-4.795,0.124
5.843,-4.805,0.105
5.838,-4.813,0.088
5.834,-4.821,0.072
5.830,-4.828,0.057
5.826,-4.834,0.044
5.823,-4.840,0.033
5.821,-4.844,0.024
5.819,-4.848,0.017
5.817,-4.850,0.011
5.816,-4.852,0.008
5.815,-4.852,0.006
5.815,-4.852,0.007
5.815,-4.851,0.009
5.816,-4.848,0.014
5.817,-4.845,0.020
5.819,-4.841,0.028
5.821,-4.835,0.038
5.824,-4.829,0.050
5.827,-4.823,0.063
5.830,-4.815,0.078
5.834,-4.806,0.095
5.838,-4.797,0.113
5.842,-4.787,0.132
5.847,-4.777,0.152
5.852,-4.766,0.174
5.857,-4.755,0.196
5.863,-4.743,0.219
5.868,-4.731,0.243
5.874,-4.719,0.267
5.880,-4.707,0.291
5.886,-4.694,0.316
5.892,-4.682,0.341
5.897,-4.669,0.365
5.903,-4.657,0.389
5.909,-4.645,0.413
5.914,-4.633,0.436
5.919,-4.622,0.458
5.924,-4.611,0.480
5.929,-4.601,0.500
5.933,-4.591,0.519
5.938,-4.582,0.537
5.941,-4.573,0.554
5.945,-4.566,0.569
5.948,-4.559,0.582
5.951,-4.553,0.594
5.953,-4.548,0.604
5.954,-4.543,0.612
5.956,-4.540,0.618
5.956,-4.538,0.623
5.957,-4.536,0.625
5.956,-4.536,0.626
5.956,-4.536,0.624
5.955,-4.538,0.621
5.953,-4.541,0.615
5.951,-4.544,0.608
5.948,-4.548,0.599
5.945,-4.554,0.588
5.941,-4.560,0.575
5.937,-4.567,0.560
5.933,-4.575,0.544
5.928,-4.584,0.527
5.923,-4.593,0.508
5.918,-4.603,0.487
5.912,-4.613,0.466
5.906,-4.624,0.444
5.900,-4.636,0.420
5.894,-4.648,0.396
5.887,-4.660,0.371
5.881,-4.672,0.346
5.874,-4.685,0.321
5.867,-4.697,0.295
5.860,-4.710,0.270
5.854,-4.723,0.244
5.847,-4.735,0.219
5.841,-4.747,0.194
5.834,-4.759,0.170
5.828,-4.771,0.147
5.822,-4.782,0.124
5.816,-4.792,0.103
5.811,-4.802,0.083
5.806,-4.811,0.064
5.801,-4.820,0.046
5.797,-4.828,0.030
5.793,-4.835,0.016
5.789,-4.841,0.003
5.786,-4.846,-0.008
5.784,-4.851,-0.017
5.781,-4.854,-0.025
5.780,-4.857,-0.030
5.779,-4.858,-0.034
5.778,-4.859,-0.035
5.778,-4.859,-0.035
5.778,-4.857,-0.032
5.779,-4.855,-0.028
5.780,-4.852,-0.022
5.782,-4.847,-0.013
5.784,-4.842,-0.003
5.786,-4.836,0.008
5.789,-4.829,0.022
5.793,-4.821,0.037
5.797,-4.813,0.053
5.801,-4.804,0.071
5.805,-4.794,0.090
5.810,-4.784,0.111
5.815,-4.773,0.132
5.820,-4.761,0.155
5.826,-4.750,0.178
5.831,-4.738,0.201
5.837,-4.725,0.225
5.843,-4.713,0.250
5.849,-4.701,0.274
5.854,-4.688,0.299
5.860,-4.676,0.323
5.866,-4.663,0.348
5.871,-4.651,0.371
5.877,-4.640,0.394
5.882,-4.628,0.417
5.887,-4.617,0.438
5.892,-4.607,0.458
5.896,-4.597,0.478
5.900,-4.588,0.495
5.904,-4.580,0.512
5.908,-4.572,0.527
5.911,-4.565,0.540
5.913,-4.559,0.552
5.915,-4.554,0.562
5.917,-4.550,0.570
5.918,-4.546,0.577
5.919,-4.544,0.581
5.919,-4.542,0.583
5.919,-4.542,0.584
5.919,-4.543,0.582
5.917,-4.544,0.579
5.916,-4.547,0.574
5.913,-4.550,0.566
5.911,-4.555,0.557
5.908,-4.560,0.546
5.904,-4.566,0.533
5.900,-4.573,0.519
5.896,-4.581,0.503
5.891,-4.590,0.485
5.886,-4.599,0.466
5.881,-4.609,0.446
5.875,-4.619,0.424
5.869,-4.630,0.402
5.863,-4.642,0.379
5.856,-4.654,0.354
5.850,-4.666,0.330
5.843,-4.678,0.305
5.837,-4.691,0.279
5.830,-4.703,0.253
5.823,-4.716,0.228
5.816,-4.729,0.202
5.810,-4.741,0.177
5.803,-4.753,0.153
5.797,-4.765,0.128
5.791,-4.776,0.105
5.785,-4.788,0.083
5.779,-4.798,0.061
5.774,-4.808,0.041
